komentar,sentiment
"hanya minta pengoptimalan gameplay dan perbaiki bug, selebihnya sudah cukup menurut saya, saya yang season awal main sampe hp sudah gak ngangkat, sekarang main lagi karna sudah bekerja dan bisa beli hp yang mumpuni, jadi untuk event dan lainnya sudah oke tetap pertahankan atau tingkatkan, dan bagi yang ngeluh ngelag menggunakan hp ram 4GB tolong kesadarannya, karena teknologi pasti berkembang, dan dari perbandingan grafis juga PUBG cukup jauh dibandingkan dari awal rilis, jangan maksa main EVENT",positive
"Game nya bagus mulai dari segi , garafik yang bisa di sesuaikan, dari segi game dan lainnya tapi saya ada pertanyaan tolong jawap ya developer ya 🙏🏻🙏🏻🙏🏻🙂kenapa di Payload gak ada pintu baja lagi di beberapa rumah tertentu soalnya di situ ada setelan baju bom , masa kita harus berebut sama player lain ini susah banget tolong balas ya!!🙏🏻🙏🏻🙂",positive
"Akhir akhir ini saya main sering kali ketemu sama musuh yang aim nya tuh nempel padahal sambil naik mobil padahal nembak sambil naik mobil tuh recoil/aim kita tuh susah, untuk soal fps yah mungkin semakin tinggi fps semakin menguntungkan,tapi tolong ini soal musuh yang aim nya nempel tolong lah keamanannya ditingkatkan lagi soalnya ini merugikan.BUKAN PLAYER NYA PRO TAPI MEMANG MENGGUNAKAN CHEAT soalnya sya melihat profilnya rata² lvl nya kecil atau yang baru main lah.Thanks pubg mobile",neutral
"Grafik nya pecah2 dan kayak semutan gitu, padahal grafik udah paling rendah. Kayak mana mau pakai hd tambah parah grafik nya. Tolong lah di perbaiki krafton.",negative
Setelah pembaruan versi terbaru lebih tepatnya pada event baru ini ada beberapa bug yang paling merepotkan saat memainkan event ada beberapa frame drop yang sangat mengganggu.... Semoga cepat di perbaiki,negative
"Bug mungkin sudah di perbaiki.Namun ada beberapa visual yg sedikit Aneh di lobby,ketika Grafik Hp saya ubah ke HD bayangan di bagian wajah itu bergerigi Dan Latar di belakang lobby sedikit di blur/Kurang HD,Sedangkan ketika di geser ke bagian profil Saya,Efek Bayangan di wajah nya Normal² saja,jadi Saya harap di perbaiki.🙏🏼🙏🏼🙏🏼",positive
"Bintang 2 dulu buat game-nya, karna game-nya kurang optimal saat bermain, apa lagi saat ketemu musuh suka lag/fram drop jadi tolong lagi di optimalkan, karna yang HP nya menengah kebawah agar bisa merasakan bermain dengan mulus di game yang bagus ini. Jadi buat developer nya tolong lagi di optimalkan lagi game-nya agar bermain lebih nyaman",negative
"Di awal ..Hem ini Sagat menarik... Dan hingga Ahir nya ..Fersi baru terbit..udah kurang memuaskan...makin kesini gem perperagan yg lucu , Konsep PUBG yg awal lebih bagus .dan menarik untuk di bilang game perperagan .",negative
"Asli setiap terjun kemap selalu aja frame drop padahal sinyal sudah bagus hp sudah cukup bagus,grafik sudah saya kecilkan tetap aja frame drop, tolong lah perbaiki jangan cuma ngasih saran",negative
"Makin kesini kok makin aneh yaa, masa jaringan bagus, tapi gak bisa masuk ke pertempuran terus, mana suaranya hilang mulu. Server pertandingan terputus mulu, padahal jatingan bagus² aja.",negative
"Kenapa saya kasih bintang 2, karna pubgm sekarang banyak memori internal hp . Kalau bisa hapus mode wow dan mode2 lain nya yang tidak berguna. Kasihan hp mid range banyak memakan memori internal. Kalau sudah di hapus mode yang tidak berguna selain mode rank .. saya akan kembali memainkan pubgm lagi.",negative
"Kepada team PUGB, coba tolong perbaiki kembali applikasinya Masalahnya ini applikasi manja sinyal banget.. sinyal tidak ada sedikit aja kondisi permainan langsung nge'Lag atau ilang-ilang, apalagi kalau lagi dalam pertempuran banyak musuh sudah gak karuan mainnya karena kondisi sinyal yang berebut. Coba tolong perbaiki lagi agar pemain lebih fokus dan lebih semangat lagi",neutral
Developer tolong perbaiki bug frame drop di versi 3.4.0 ini yang sangat menggangu. Saya menggunakan device Xiaomi 12T dengan chipset Mediatek Dimensity 8100 ultra harusnya tidak ada frame drop. Mohon diperbaiki segera.,negative
"Jujur kecewa bgt sama update 3.4 di karenakan pas saya main di mode event patah"" Bgt sampai tidak bisa bergerak sama sekali, tapi frem nya hanya berlaku di late game,pas awal"" Turun event itu masih normal kaya biasa,giliran udah late game aja udah ngefremm parah bgt, tolong dong ini kenapa😔",negative
"Min tolong perbaiki sistem matchnya. Masa rank rendah ketemunya sama rank atas terus dan jago-jago. Baru juga turun udh mati, bukan sekali tapi sering, jadi gak mood main lama-lama kalau gini terus. Dan juga sering banget bug suara sama step entah itu di mini mapnya atau di suaranya, tau-tau mati aja. Ditambah masih banyak orang yang curang min. Tolong perbaiki yah",negative
Udah perbaharui pas masuk game gak bisa ke buka. . Dwonload nya otomatis harus pake wifi gak bisa pake data,negative
"G jelas, banyak bug!! Ini muncul bug gyroscope tidak berfungsi/nyala(eror) padahal di settingan sudah nyala, ganti aj lh developerny!! 🤬",negative
"Setelah update audio jadi kecil, padahal audio di setingan ultra? Ini kenapa? Suara senjata dan step musuh kurang kedengaran, saya coba main game MLBB suara normal keras. Game lain juga, lah ini setelah update kok suara jadi kecil. Sampe2 saya kira suara hp dan headset saya yang rusak ternyata game nya yang kecil suara nya.",negative
Game nya oke dan seru.tapi kalo bisa pemain nya yang setara dong.kenapa pemain pemula di adu sama proplayer. Auto kalah yang pemula.,positive
"ngefreeze di tengah² game, gabakal bisa balik klo ngga exit game, dan pas mau login lagi, loading nya lamaaaaaaaaaaa setengah jam ada kali, makin banyak update, makin banyak pula bug nya, mantap🫡",negative
"masih ada bug tiba tiba frame drop ni. turun di event ada 50 lebih orang lancar"" aja. tapi pas late game cuma ada sedikit orang malah frame drop, dan itu bikin tidak nyaman. dan udah cek internet lancar aja, hp juga dingin di 28°C karena pakai fan cooler. Tolong segera di perbaiki, karena yang frame drop bukan cuma saya, tapi team match juga mengalami hal yang sama. bahkan musuh pun juga.",negative
"Dari banyaknya ulasan,memang benar adanya,setelah update event bloodmoon,sering banget fps drop,terutama ketika musuh berubah entah itu jadi serigala/vampire kerasa banget fps drop&patah patahnya,Mohon diperbaiki untuk kedepannya🔥🔥",positive
"Maaf bintang 1 dulu ya....Tema game udah bagus tapi bug dari sesion 15 sampai sesion sekarang gak teratasi. Tiap turun event gedung gak berbentuk, karakter nyangkut dan berakhir lobby lagi. Sedih permainan kita gak berlembang",negative
Bang tolong dong kasih solusi kenapa gak bisa di mainin. game ini saat loding bisa. gak tau gimana yah tiba muncul berulangkali kemenu loding awal awal mulu lewat wifi pada baru beli kuota. dan ram 6 Ada pemberitahuan bahasa inggris mana saya gak gerti lagi. MOHON YAK KAK KASIH SOLUSI kalau bisa dimainkan kasih sama saya centang bintang 5 mohon ya kak perbaiki. Dari notice ko gabisa kebuka jadi kemunu awal tiba tiba loding lagi terus 🤔😥😣😴😭😭😭😭,negative
makin gak jelas habis update frame makin banyak fiturnya makin berat apalagi season terbaru sekarang daownload peta aja susah alasanya jaringan tidak stabil padahal 20 sampai 46 fps signal lancar² aja. tapi yetep gk bisa download peta terbaru . baru buka pubg aja patah² makin parah pokonya tolong di perbaiki dong tencent,negative
"Hallo developer.Frame banget ni game patah2 ,padahal ping saya 20ms,tolong buat pihak pubg d perbaiki lagi bikin nyaman player2,kalo gini terus pasti bentar lagi ni game sepi,btw gw pake IP 13 pm masa udah ga kuat buat main ini game ,satu lagi saya sering stuck d pencarian match ga bisa masuk tapi poin saya tetap d kurangi setelah update",positive
"Maaf ni mau mengeluh.setiap saya Mabar sama temen,saya menggunakan jaringan wifi yg jls sudah stabil. Tp temen Mabar saya pakai paket data dan sinyal sering mengeluh jumping.sampai saat diloby saja ada tanda jaringan kuning.yang saya heran kan kenapa saat main saya juga merasakan frame drop seakan jaringan saya jg ikut jelek.sy mau tanya apakah saat Mabar klau tim kita jaringan jelek yang jaringan bagus jg akan ikut jelek? Yg sy heran kan LG yg jaringan jelek selalu hoki dpt kill banyak dan mvp.",negative
"haduhhh baru maen aja banyak bug nya pas masuk game padahal sinyal lanar tapi stuk,pas mau masuk ke game lagi kagak bisa,tpi tiba tiba hasil karir maen dan rank turun,gj bgt,jadi males trs,kek gitu bukan sekali dua kali kecewa bgt",negative
"ini game macam apa? setelah turun dari pesawat saat looting 1-3 rumah sering gak ada senjata dan sering kali kalah cepat sama musuh, ini gak sekali duakali tapi berkali kali, MERUGIKAN PLAYER AJA, MALES LAMA² MAIN INI GAME!",negative
Untuk mode event Bloodmoon Awkening mempunyai masalah lag yang sangat parah. Membuat pengalaman bermain menjadi tidak nyaman. Tolong untuk segera di perbaiki. Untuk device padahal sudah sangat amat memumpuni.,negative
"Setelah update kenapa jaringan selalu 600'fps pdhl jaringanku sangat sangat aman. Hidup d tengah kota belum sekali ngrasain jaringan buruk. Ini tiba"" keluar server. Alhasil suren. Tolong di perbaiki mslh jaringanya",negative
"Jujur, saya suka game ini.. Sya udh bermain selama 6 bulan, sebelumnya saya maen game sebelah.. Nth mengapa sya lebih nyaman disini, walaupun game ni teramat berat buat device ram 6 yg saya punya, Apesnya ketika saya Mabar ma teman pengguna iPhone.. Maka sya akan jdi tumbal, dan pembantu doank... Sya LBH suka solo,, Buat develop, trimakasih udh bekerja keras.. Semoga kedepan lebih baik lagi.. Good job👍👍",positive
"Dear developer. Sebelum update, gw main aman"" aja, tpi pas update, HP gw suka mati tiba"", padahal main game lain aman. Genshin aja aman lancar jaya. Tpi knp PUBG malah suka mati sendiri HP gw. Ini gw unninstall kemudian install ulang. Semoga problemnya di penguraian paket. Tpi klw smpe habis ini sama aja. Dahlah, gw nyerah coy bwt main PUBG",negative
"Sudah lama pensiun dari game ini sebenarnya.. tapi coba iseng download lagi eh makin parah nge lag nya.. terlalu banyak sampah skin yang ngga penting.. player butuh performa main, bukan unjuk skin.. pantes saja ratingnya sekarang dibawah 4.. ingat!! Warga Konoha itu banyak kalangan misquin..",neutral
"sekarang saya kasih bintang 3 dulu deh, karena banyak banget permasalahan yang saya dapet pasca bermain in gem, contohnya pas ga ada musuh tiba² bisa frem drop sediri padahal ping 20-28 ms/ main ga di event ya, kalo main di event memang difaice kurang mendukung jadi frem drop lebih sering terjadi, cuma kalo main no event kadang ketemu bot aja bisa frem drop parah yang awalnya FPS di kisaran 58 FPS bisa turun sampe 40an-35an FPS, tolong untuk Pihan developer untuk sesegera mungkin di perbaiki 🙏",neutral
"Sebelum update Game sangat bagus cuma setelah update banyak bug seperti masalah jaringan,ditambah tiap kali mendarat pasti langsung mati saat ketemu musuh padahal dari segi senjata lebih bagus punya saya tapi tetap aja mati hadehhhhhh lama kelamaan bikin emosi ni game",negative
"Setelah update, grafik menuru walaupun sudah di setingan tinggi tetap saja masih blur. Dan juga untuk frame rate nya sudah tidak stabil, 120 fps hanya bisa 100 fps. Tolong di perbaiki lagi untuk grafik dan frame rate nya",negative
"game ampas. makin di update makin ga jelas ni game, mana musuhnya tiba tiba muncul depan mata tanpa adanya step ataupun tembakan ga jelas banget, makin banyak bug dah ni game, sedih sih liat ni game.",negative
Dari segi grafik oke. Dan gameplay juga oke banget ini game sudah bisa terbilang sangat hd. Ada juga fitur fpp dan TPS yg menjadi penunjang permainan makin asik. Ini game sangat recommended untuk di mainkan.,positive
kenapa ya makin kesini makin nggak feed selalu lag padahal jaringan udah stabil bangat tapi kok ngunduh peta ngk bisa login jg kadang bisa kadang jg nggak bisa heran aku. jadi nggak mood aku main nya kalau kegini mah. bahkan semua orang ngeluh jg pasti setiap updet pasti banyak perubahan 🙏,negative
"Ini game bung turun dari pesawatnya ga ilang ilang dari jaman purba, kalo terjun pasti nyangkut gabisa majuu, kek kehalang dinding di depannya, sama kalo mulai Mach tiba tiba gabisa masuk, balik lagi ke lobi, apalagi pas di tengah game, tiba tiba balik kelobi terus gabisa masuk lagii",positive
"Menurut pribadi saya ini game yang paling signifikan dari pada game fps lainnya seperti update yang menambah map baru dan nuansa yang lebih bagus walau ukuran nya besar dan suka drop frame saya tetap suka sama PUBG Ini!!, tapi saran buat apa ya Event rumah? Padahal hanya menambah internal jadi penuh saja, tapi walau gitu saya tetap suka sama nih game, tingkatkan lagi TIM!!👌🤙",positive
"Parah banget frame rate nya pas mau war musuh yg ramai cuma di event kayak gitu , menurut saya ngapain juga pake event untuk kedepannya lagi ga usah kebanyakan event2 lagi dah , semenjak ada event2 ukuran ini game ga ngotak bergiga2, kenikmatan dalam bermain pun jadi rusak",neutral
efen2 dan pembaharuan semakin hari semakin jelek.buat lah pembaharuan ke yang lebih realistis.yang masuk akal.karna plyer pubg bukan bocil.jik pubg mau pleyer rame seperti dulu.ubahlah konsep karna ini game perang bukan game lebay2.,negative
saya sangat suka sekali dengan game ini tapi saya sering kesel kalo ketemu musuh ngelag ya aneh gitu kan saya jadi kalah gimana nih min benerin dong terimakasih,positive
"Tercent/krafton, tolong jangan cuma banyakin jualan skin, tp performa game diabaikan, PUBG sekarang sering ngelag, hilang signal, 4G atw WiFi sama sj, hilang signal melulu....",negative
Gema ko kaya aneh udah bug habis tuh keratert nya tuh pakai baju dalam dan lag padahal hp udah ram 8 tapi lag tolong di perbaiki ❌😠,negative
kenapa sekarng pubg sering gagal masuk pertandingan dan server tidak merespon tolong dong di perbaiki itu sangat mengganggu dan mengurangi hasil statistik saya,neutral
"Game asu gajelas udah 7 tahun maen kok bisa di persulit cuman m4 glacier bikin event snow token yg dapat kebanyakan id baru maen, makanya jadi sepi gak rame lagi pelit & gak ngehargain sama player lama!",negative
"Apk bagus dan gak ada kendala atau bung, cuma pengen banget pubg balik pake musik on may way itu musik yg paling banyak di sukai seluruh pelyer PUBG",positive
"Kalau gacha senjata susah, setidaknya murahkan upgrade senjata atau kasih mudah ngachanya, buat mahal upgradenya, jangan seperti saat ini, gacha dan upgradenya mahal.",neutral
"halo min...min saya punya saran min ... apakah bisa pubg mobile menambah fitur baru yaitu fitur transfer barang inventaris seperti baju set , aksesoris kepala badan dan kaki seperti itu...agar yang punya akun pubg yang lama lalu membuat akun pubg baru bisa menikmati inventaris yang ada di akun lama nya min... terimakasih banyak min",positive
Menurut saya pubg mobile adalah game battle royale yang sangat populer.Dan saya mengalami kendala ketika main pubg mobile hp saya sering mengalami jaringan yang buruk dan disitulah hp saya ngefrem parah tolong diperbaiki yaa.,positive
